Block	CountA	CountB	SNVs	Haplotype
1161	2	1	-	-
1162	2	1	-	-
1163	2	1	-	-
1164	4	3	-	-
1165	3	2	-	-
1166	6	6	match	match
1167	2	1	-	-
1168	2	1	-	-
1169	2	1	-	-
1170	4	4	match	match
1171	2	1	-	-
1172	4	3	-	-
1173	7	7	match	match
1174	4	3	-	-
1175	3	2	-	-
1176	2	1	-	-
1177	2	0	-	-
1178	2	1	-	-
1179	2	1	-	-
1180	2	1	-	-
1181	2	2	match	match
1182	5	4	-	-
1183	2	1	-	-
1184	3	2	-	-
1185	2	0	-	-
1186	6	5	-	-
1187	6	4	-	-
1188	2	1	-	-
1189	2	2	match	match
1190	2	0	-	-
1191	2	1	-	-
1192	2	1	-	-
1193	2	1	-	-
1194	5	4	-	-
1195	2	1	-	-
1196	2	1	-	-
1197	5	3	-	-
1198	2	1	-	-
1199	8	6	-	-
1200	2	1	-	-
1201	6	5	-	-
1202	2	1	-	-
1203	2	2	match	match
1204	3	2	-	-
1205	3	2	-	-
1206	2	1	-	-
1207	3	1	-	-
1208	2	1	-	-
1209	2	1	-	-
1210	2	1	-	-
1211	6	5	-	-
1212	2	1	-	-
1213	2	1	-	-
1214	2	1	-	-
1215	4	3	-	-
1216	3	1	-	-
1217	4	3	-	-
1218	5	5	match	match
1219	2	1	-	-
1220	2	1	-	-
1221	2	1	-	-
1222	7	4	-	-
1223	2	1	-	-
1224	3	2	-	-
1225	2	1	-	-
1226	2	1	-	-
1227	2	1	-	-
1228	2	1	-	-
1229	2	2	match	match
1230	2	1	-	-
1231	3	2	-	-
1232	2	1	-	-
1233	2	2	match	match
1234	2	1	-	-
1235	2	1	-	-
1236	2	0	-	-
1237	2	1	-	-
1238	2	1	-	-
1239	2	1	-	-
1240	2	1	-	-
1241	2	1	-	-
1242	2	0	-	-
1243	2	1	-	-
1244	6	5	-	-
1245	3	2	-	-
1246	3	2	-	-
1247	6	5	-	-
1248	2	1	-	-
1249	2	1	-	-
1250	2	0	-	-
1251	7	6	-	-
1252	2	2	match	match
1253	2	2	match	-
1254	2	1	-	-
1255	2	1	-	-
1256	3	2	-	-
1257	2	1	-	-
1258	2	1	-	-
1259	2	2	match	match
1260	2	1	-	-
1261	2	1	-	-
1262	3	2	-	-
1263	2	2	match	-
1264	2	1	-	-
1265	2	1	-	-
1266	3	2	-	-
1267	2	1	-	-
1268	2	1	-	-
1269	2	2	match	match
1270	2	2	match	match
1271	2	2	match	-
1272	3	2	-	-
1273	3	1	-	-
1274	3	2	-	-
1275	4	3	-	-
1276	4	3	-	-
1277	2	1	-	-
1278	3	2	-	-
1279	6	5	-	-
1280	2	1	-	-
1281	3	1	-	-
1282	2	0	-	-
1283	2	0	-	-
1284	4	3	-	-
1285	2	2	match	-
1286	3	2	-	-
1287	2	2	match	match
1288	6	4	-	-
1289	2	2	match	match
1290	2	1	-	-
1291	3	3	match	match
1292	2	1	-	-
1293	4	3	-	-
1294	2	1	-	-
1295	2	1	-	-
1296	2	2	match	match
1297	3	2	-	-
1298	2	1	-	-
1299	2	2	match	-
1300	2	2	match	match
1301	2	1	-	-
1302	3	3	match	match
1303	3	2	-	-
1304	2	1	-	-
1305	5	4	-	-
1306	2	1	-	-
1307	4	3	-	-
1308	2	1	-	-
1309	3	2	-	-
1310	2	0	-	-
1311	2	1	-	-
1312	2	1	-	-
1313	7	6	-	-
1314	2	1	-	-
1315	4	3	-	-
